ID,Generation
1,1037.03418
2,1212.325439
3,897.6259766
4,1566.911011
5,2009.22522
6,1023.109558
7,1023.227417
8,1094.261353
9,1305.361694
10,1446.567993
11,426.600769
12,427.4229736
13,1880.03772
14,1029.770386
15,461.8177795
16,563.0842896
17,365.1704712
18,792.9501953
19,1807.81665
20,933.2659912
21,866.3488159
22,1276.933594
23,1815.548584
24,369.348877
25,366.3984375
26,1153.130493
27,1363.960205
28,921.0494385
29,1075.119995
30,1732.839844
31,1302.098511
32,1657.927368
33,2094.339844
34,1111.700684
35,1123.621948
36,1603.910889
37,1463.906982
38,2189.638184
39,442.6039429
40,1700.343384
41,1085.813599
42,461.4083252
43,1352.563232
44,898.9448853
45,942.4508667
46,1458.043457
47,1888.854858
48,845.3934326
49,942.5929565
50,1320.081177
51,1187.817017
52,1917.322021
53,393.9988403
54,382.651947
55,1455.239502
56,978.8760376
57,1157.37146
58,987.8908691
59,854.0028076
60,1019.657654
61,1831.303833
62,921.5474243
63,876.3530884
64,1294.731079
65,1111.37854
66,1352.311157
67,1743.443237
68,399.2900085
69,376.6507568
70,912.8009644
71,1532.693726
72,1204.063354
73,1457.263672
74,864.2299194
75,1340.916016
76,715.9907837
77,746.9247437
78,1139.917358
79,894.6047363
80,1020.534668
81,317.3080139
82,1389.692871
83,306.0131531
84,741.296814
85,1340.669189
86,1055.831299
87,1548.27356
88,981.9007568
89,1718.780762
90,846.9506836
91,864.6809082
92,1165.934448
93,1382.635376
94,1355.223022
95,360.7805786
96,370.5474854
97,1655.98877
98,868.0552979
99,1629.476074
100,1631.346313
101,1461.620605
102,1045.304321
103,1975.723022
104,825.131958
105,844.9675903
106,1086.82312
107,1231.607788
108,392.8614807
109,1425.289917
110,402.4631958
111,868.8259888
112,1756.781006
113,1254.281372
114,962.5811157
115,1548.532837
116,1173.722046
117,2172.112549
118,1126.85144
119,1045.87915
120,1491.417114
121,1460.416016
122,1515.349976
123,417.2844849
124,2093.404053
125,440.3128052
126,1057.026978
127,1721.585571
128,1538.541382
129,1714.43457
130,1072.078857
131,2368.480713
132,906.4855957
133,1107.249634
134,1753.275146
135,1527.184814
136,1588.390015
137,431.4510498
138,2238.659912
139,422.8300171
140,1052.419189
141,167.9985504
142,250.6778107
143,219.271225
144,265.3770752
145,1690.915405
146,665.500061
147,862.0270386
148,1300.532837
149,1380.866821
150,1123.593018
151,319.9336243
152,337.3745117
153,1377.427124
154,871.1453857
155,652.7003174
156,633.5926514
157,659.3474121
158,1270.544189
159,1953.971558
160,891.4664917
161,1111.697632
162,1071.686523
163,1041.332397
164,1714.216675
165,1483.048462
166,399.3925171
167,420.2849426
168,948.7461548
169,897.1518555
170,592.7416382
171,577.4509277
172,1060.358398
173,1146.647827
174,553.7963867
175,591.3648071
176,964.1879272
177,835.8712158
178,1043.796143
179,620.4399414
180,269.2175903
181,286.6382141
182,867.6418457
183,1787.857544
184,1593.726196
185,1172.34021
186,2048.276855
187,2292.296875
188,884.645813
189,1183.546631
190,1661.874268
191,1354.209473
192,425.757843
193,1774.641479
194,1539.246948
195,415.3317871
196,1125.432739
197,835.2071533
198,755.5627441
199,709.6447754
200,1135.130127
201,1329.676514
202,616.9619751
203,574.2767944
204,875.8015137
205,777.0834351
206,280.7813721
207,862.9411621
208,613.2972412
209,1169.383911
210,265.1578369
211,591.0169067
212,561.1403809
213,466.299408
214,799.4039917
215,1050.438965
216,723.2813721
217,563.5956421
218,921.9561768
219,704.8031006
220,259.9448242
221,987.105957
222,278.2897339
223,1259.567749
224,542.4833984
225,757.0562134
226,709.6477051
227,944.1144409
228,1415.965088
229,1677.535034
230,1066.148926
231,1005.341553
232,1366.22998
233,2169.452148
234,1366.837769
235,382.3549805
236,380.2784424
237,1572.578369
238,912.53479
239,1651.851074
240,1384.1698
241,1067.726685
242,1698.930298
243,1709.479614
244,895.0478516
245,905.7712402
246,1242.792236
247,1188.674194
248,1845.452393
249,367.2791748
250,1452.83374
251,376.7067261
252,882.4772949
253,1071.52124
254,1486.529541
255,1703.963745
256,940.9072876
257,1561.175171
258,1259.559448
259,864.6508789
260,1136.745605
261,1278.156128
262,1359.384766
263,479.0979614
264,403.8391418
265,857.0714722
266,1770.982666
267,922.8102417
268,827.6329956
269,575.4863892
270,1027.945313
271,1669.062378
272,911.0336304
273,949.0496216
274,1278.008545
275,1195.468994
276,390.3172302
277,1736.693359
278,391.2277222
279,1376.359253
280,897.0097656
281,173.4500885
282,295.1750488
283,194.2267914
284,239.4289551
285,1122.364502
286,855.4334106
287,776.3674927
288,1233.582764
289,1156.016846
290,2300.862549
291,341.1225586
292,1294.485352
293,914.2958984
294,372.3132324
295,608.0496826
296,960.0599365
297,916.9647217
298,1156.82312
299,2087.967529
300,1037.565186
301,991.4744263
302,1461.937988
303,1271.735229
304,2088.236572
305,409.5360413
306,1434.1073
307,412.3657532
308,1119.826538
309,1096.642944
310,1515.219238
311,1049.040894
312,1577.736694
313,1583.029663
314,789.152832
315,778.991272
316,1029.67688
317,974.9899292
318,332.0245056
319,831.0020752
320,1598.818848
321,833.31604
322,314.8927002
323,1151.462646
324,1456.314331
325,1508.855347
326,1268.918335
327,1771.32251
328,916.973999
329,1077.459839
330,1298.607178
331,1265.558716
332,1848.20752
333,383.5583496
334,1462.036621
335,361.2892761
336,1117.692383
337,232.2083435
338,264.3959351
339,145.0318451
340,273.2271729
341,1667.775146
342,892.706604
343,879.4876709
344,1297.938843
345,1106.480347
346,353.7435913
347,1789.273193
348,357.201416
349,899.4418945
350,1394.981689
351,99.30007935
352,94.41751862
353,136.4438324
354,203.8944244
355,977.1950073
356,525.3740234
357,413.6557922
358,1086.688477
359,834.8221436
360,632.1387939
361,204.2339935
362,682.0518188
363,784.6392822
364,213.298996
365,408.6452332
366,553.7376709
367,439.4968872
368,771.0220947
369,1001.344788
370,2045.362549
371,938.5059204
372,1395.712646
373,2034.732056
374,1193.313477
375,377.0864868
376,1441.18689
377,391.4590759
378,967.1488647
379,356.7237244
380,369.7462158
381,277.3478699
382,636.1299438
383,352.1811523
384,495.3050232
385,476.6477356
386,738.0713501
387,139.8604584
388,414.0100403
389,523.8580933
390,200.7477264
391,574.215332
392,359.6040039
393,335.6371765
394,651.9998169
395,328.5400085
396,835.2470093
397,379.8905945
398,536.5592041
399,542.6882935
400,161.6635895
401,906.0802002
402,470.4693298
403,169.7218781
404,554.8149414
405,310.153656
406,197.615448
407,703.8272705
408,770.0955811
409,691.043457
410,906.6230469
411,345.1010132
412,1347.778198
413,696.2695923
414,885.0170898
415,889.2808838
416,687.793335
417,359.3496094
418,461.6383667
419,592.979248
420,576.2085571
421,861.4794312
422,734.1622314
423,951.1193237
424,623.8049927
425,363.7715759
426,344.3006592
427,455.9441223
428,463.844696
429,364.2869568
430,152.4498901
431,473.1067505
432,162.5192566
433,1127.205933
434,1861.140503
435,959.2865601
436,1649.703247
437,1476.2229
438,1566.150757
439,1644.245117
440,927.3448486
441,1122.692871
442,1313.927856
443,1317.664429
444,337.8685608
445,373.7671204
446,902.6669922
447,693.7614136
448,582.9423828
449,479.9033508
450,672.4681396
451,1763.578247
452,897.0085449
453,895.3519897
454,1314.159546
455,1168.360107
456,1822.683105
457,378.1645813
458,380.8886108
459,935.7103271
460,1436.561523
461,1041.569458
462,1030.070313
463,899.427124
464,1387.335571
465,1949.187866
466,892.9868164
467,1154.887817
468,1354.224609
469,1993.772095
470,1193.910034
471,383.1573792
472,377.3264465
473,909.7391968
474,1432.825806
475,1127.996094
476,1354.250977
477,1910.063599
478,1125.752441
479,396.413269
480,1389.857544
481,397.0176392
482,945.8758545
483,868.8817749
484,589.9490356
485,781.4484863
486,1221.69104
487,1834.420288
488,1021.538696
489,1216.519531
490,1557.60437
491,2246.537842
492,1407.875732
493,424.2731628
494,418.6760864
495,1450.783447
496,1149.796631
497,1902.162964
498,1687.014404
499,1231.410645
500,1854.611938
501,2200.412842
502,1105.31958
503,1163.461914
504,1047.723389
505,1158.521118
506,2170.181152
507,408.4067078
508,972.7575684
509,423.9120178
510,1150.605225
511,1040.113647
512,1507.160645
513,1296.379028
514,1782.273071
515,2128.691406
516,1067.459106
517,1110.112793
518,1313.568604
519,1152.945679
520,1356.989502
521,1948.100708
522,402.1981812
523,391.4494019
524,1153.831543
525,776.5773926
526,1492.13623
527,1263.888306
528,1229.877441
529,1977.782593
530,1016.829651
531,825.4287109
532,1327.336426
533,1123.233276
534,1689.130005
535,331.752655
536,342.7306213
537,1357.213867
538,903.9712524
539,1101.585327
540,909.1448364
541,823.8930054
542,1363.302368
543,1549.928467
544,790.777832
545,1118.975708
546,1032.217651
547,2036.922363
548,1194.792725
549,393.0180054
550,414.9083862
551,1025.381714
552,1141.934448
553,1176.297485
554,947.5901489
555,878.8965454
556,1431.428711
557,2031.391113
558,1027.252808
559,1125.144531
560,1347.387695
561,1194.437866
562,402.4969482
563,1449.868896
564,386.3117371
565,1970.561646
566,891.9060669
567,1068.793335
568,1546.355713
569,1227.899658
570,1682.030396
571,2024.124756
572,1017.724731
573,906.8082886
574,1306.904419
575,1146.033203
576,1907.509155
577,387.8082886
578,1404.487183
579,348.623291
580,875.2538452
581,718.5990601
582,2025.168945
583,923.6195679
584,1421.632202
585,1245.200684
586,1094.604248
587,905.5898438
588,1392.566406
589,1205.341797
590,388.8613586
591,363.0622559
592,1851.757813
593,1477.605957
594,893.6253662
595,1926.347656
596,887.5898438
597,1579.121704
598,1255.097534
599,1581.251099
600,1443.364868
601,926.5675659
602,1382.579224
603,1178.01355
604,1911.924194
605,388.0044861
606,1420.522095
607,364.2321472
608,943.6378174
609,557.192749
610,915.7619629
611,1391.833374
612,1264.864624
613,1873.69873
614,921.2155762
615,1120.786377
616,1094.308716
617,1175.715332
618,1967.775269
619,395.5299683
620,1435.307861
621,410.4234924
622,1158.213135
623,502.3880615
624,342.0549011
625,278.8278198
626,374.2285461
627,1961.739014
628,997.6981812
629,1108.180664
630,1372.792236
631,1982.956055
632,1154.465576
633,378.3943787
634,399.5707092
635,1412.944336
636,1130.134277
637,786.8492432
638,704.2047729
639,615.8046875
640,1167.705322
641,1968.206909
642,951.713562
643,918.4382324
644,1199.950684
645,1369.588135
646,2022.735229
647,373.5392151
648,948.5823975
649,386.5291443
650,1411.282715
651,1095.424561
652,1708.433838
653,2019.055054
654,1010.092834
655,1251.339355
656,1023.6651
657,940.8167114
658,1351.466797
659,1146.900879
660,1766.00415
661,350.9710083
662,354.7528687
663,1428.765991
664,907.3342285
665,1547.519775
666,1317.71521
667,1019.376892
668,1657.951538
669,1712.554565
670,818.875061
671,1188.790771
672,1244.655518
673,1266.248413
674,1347.320801
675,1149.920288
676,341.846283
677,396.2278442
678,1163.664063
679,979.2340088
680,1417.308594
681,1528.256592
682,1370.549072
683,1388.212891
684,1063.02002
685,961.9377441
686,1352.886963
687,1163.955933
688,1694.089233
689,1421.429077
690,350.9570007
691,988.7060547
692,353.2000122
693,225.898407
694,306.1503906
695,278.013855
696,407.4095764
697,1544.034546
698,784.9703979
699,376.6098938
700,984.1723022
701,701.4291382
702,1150.338989
703,179.5337067
704,226.7772369
705,851.6972656
706,641.614624
707,1061.620483
708,708.022644
709,562.4009399
710,1472.478516
711,1075.857666
712,484.6147766
713,862.4351196
714,1350.00647
715,1895.09021
716,1171.195923
717,890.8243408
718,356.4685669
719,364.1039734
720,1425.765259
721,1083.070923
722,1629.723022
723,1357.156372
724,987.9485474
725,1773.849976
726,868.8060303
727,370.5038147
728,376.7228394
729,492.7409668
730,182.7258606
731,450.7695313
732,388.870697
733,790.9364624
734,169.4543762
735,457.5146484
736,925.2994385
737,680.5053101
738,495.2519226
739,492.0852356
740,380.5337219
741,170.291275
742,256.2982483
743,349.5679321
744,275.484314
745,225.1248016
746,129.8159027
747,97.78672028
748,310.956604
749,155.843689
750,305.3440552
751,307.3870544
752,348.6716614
753,345.0610046
754,126.7741013
755,212.6758728
756,332.4351807
757,253.6995239
758,346.322937
759,208.5285492
760,434.6905823
761,470.2637329
762,275.7149048
763,151.5010223
764,489.1849365
765,704.9252319
766,142.9408112
767,470.1691895
768,257.3461304
769,190.8158112
770,396.4212036
771,322.7354736
772,260.4274292
773,661.8230591
774,949.8754883
775,986.0959473
776,1421.865967
777,334.7883606
778,648.2879028
779,997.7064209
780,318.7648621
781,1354.052856
782,640.8980103
783,259.5979309
784,409.3566284
785,318.1921082
786,290.8144836
787,1222.5979
788,639.2411499
789,385.5341797
790,973.7374878
791,991.5766602
792,997.5083618
793,708.2138062
794,276.4112244
795,990.2697144
796,319.3453674
797,272.306366
798,179.2476196
799,237.9296112
800,504.5965881
801,1011.498901
802,581.4807129
803,636.2679443
804,941.682312
805,1064.399048
806,854.2927856
807,250.4531555
808,657.4933472
809,266.2703552
810,908.3644409
811,208.0914001
812,250.6442719
813,127.2379761
814,386.3136292
815,981.8869629
816,514.8582764
817,415.6352234
818,950.8862305
819,822.3220215
820,216.4106598
821,1251.083374
822,604.5500488
823,241.7050323
824,983.0906372
825,218.911972
826,130.4594116
827,134.6225128
828,197.4048309
829,273.867157
830,451.3695679
831,295.5637207
832,117.0540161
833,410.9859009
834,540.7570801
835,425.7448425
836,147.9380493
837,583.6052856
838,240.7546539
839,921.7451172
840,582.0014648
841,585.1939697
842,951.6738892
843,1334.359497
844,1154.8573
845,1783.164917
846,378.8294678
847,1379.752075
848,392.3895264
849,951.5220337
850,1128.356934
851,1625.63501
852,931.6403198
853,786.6865845
854,669.4404907
855,436.2655945
856,1119.116577
857,947.2416992
858,1336.473755
859,1829.594238
860,384.4928589
861,1427.492798
862,380.826355
863,980.1390381
864,1819.021729
865,947.914917
866,417.6160889
867,683.3713989
868,650.81604
869,958.5003662
870,796.5563354
871,926.9279175
872,1043.818237
873,345.6087341
874,1661.296631
875,357.4597168
876,1002.237976
877,809.1255493
878,1514.439697
879,787.4057007
880,667.2990723
881,719.0256958
882,643.1537476
883,1062.699219
884,691.1182251
885,1137.228882
886,1006.832642
887,348.1281433
888,1807.33252
889,1150.751587
890,358.6784973
891,748.9912109
892,1557.533081
893,818.3935547
894,332.6929626
895,612.5013428
896,549.9278564
897,520.4109497
898,797.2296143
899,923.0797119
900,1348.506104
901,289.0903931
902,956.5640869
903,1343.354004
904,761.8571167
905,268.8471375
906,820.3394165
907,922.4193726
908,842.5963745
909,633.2861328
910,963.3186646
911,1618.322388
912,1172.016479
913,1080.982544
914,1309.417358
915,418.6950378
916,2067.532715
917,428.883606
918,1198.509399
919,1033.561523
920,2066.172119
921,1050.234863
922,1004.737183
923,1210.374756
924,918.2758789
925,1574.510376
926,1157.031372
927,1098.858887
928,1168.802368
929,1932.071411
930,399.6920471
931,1209.357178
932,1317.635132
933,398.2562256
934,1960.760742
935,1032.783936
936,1469.171265
937,1171.912476
938,869.9799194
939,1131.207275
940,1104.277466
941,1174.392944
942,388.580719
943,1919.657837
944,1206.294434
945,398.8319092
946,1265.862549
947,1682.526855
948,1930.775269
949,993.6617432
950,198.0785675
951,340.7217712
952,260.4856567
953,302.3502502
954,327.0427551
955,717.9876709
956,763.1523438
957,161.5303497
958,793.3101196
959,172.3729706
960,564.2145996
961,455.0307617
962,638.6954346
963,334.5276184
964,225.1596527
965,233.5258026
966,193.1625671
967,318.8117981
968,437.6997375
969,731.5148315
970,807.0750122
971,501.3828125
972,233.0331573
973,223.7615356
974,815.2259521
975,931.0275879
976,916.9379883
977,437.907074
978,743.2718506
979,422.8396606
980,610.4417725
981,764.6522217
982,355.6868286
983,786.8808594
984,848.1246948
985,1386.283447
986,287.6228027
987,280.9755249
988,635.5805054
989,915.0944214
990,1184.166138
991,602.0175171
992,847.5397339
993,788.6757202
994,670.0604248
995,1422.688599
996,1141.264282
997,1073.163208
998,437.0560913
999,990.6686401
1000,2117.059814
1001,1056.204468
1002,1195.231445
1003,429.6236877
1004,2080.02124
1005,1024.560425
1006,854.0166016
1007,737.6000977
1008,640.6126709
1009,1162.40686
1010,1420.821411
1011,408.8162842
1012,1015.329407
1013,1907.176514
1014,1249.479004
1015,406.5995483
1016,916.9124756
1017,1176.85791
1018,1996.750366
1019,1028.554932
1020,523.6071777
1021,886.8045654
1022,862.8502197
1023,814.7028198
1024,1160.357422
1025,1392.356079
1026,1015.674194
1027,1911.063599
1028,398.6911011
1029,1243.812256
1030,912.4588623
1031,405.5415649
1032,1964.233643
1033,988.7557983
1034,181.1249237
1035,247.5156403
1036,162.59375
1037,233.6986542
1038,887.9682007
1039,1422.655151
1040,416.3525085
1041,1947.862793
1042,1259.895386
1043,414.8737488
1044,925.6212769
1045,1474.052124
1046,1909.139038
1047,1064.529907
1048,304.4656677
1049,308.3372192
1050,224.245697
1051,394.9902039
1052,400.3602905
1053,916.6546021
1054,962.022583
1055,745.8269043
1056,198.361969
1057,513.4362183
1058,930.572876
1059,249.0847168
1060,1131.01123
1061,510.865509
1062,149.8187866
1063,206.5883179
1064,145.7063751
1065,195.3614807
1066,1175.05249
1067,414.0602417
1068,1180.94165
1069,1300.117798
1070,2161.866455
1071,410.6890869
1072,968.361145
1073,1491.293457
1074,2108.537109
1075,945.9066162
1076,1089.828247
1077,1264.641968
1078,1188.784302
1079,1902.734985
1080,1173.460327
1081,1111.812866
1082,1330.072632
1083,406.5243225
1084,2090.144043
1085,1497.645508
1086,398.2008972
1087,913.3441772
1088,2014.02002
1089,1063.824463
1090,1283.864136
1091,850.0717773
1092,845.9225464
1093,1395.272339
1094,893.1190186
1095,1246.424316
1096,1019.67926
1097,400.1448059
