ID,Generation
1,1164.380005
2,678.3272095
3,695.0775146
4,1675.619873
5,2145.459473
6,1019.511169
7,983.7144165
8,1347.834717
9,1256.529053
10,1396.892212
11,424.0232239
12,428.5439148
13,2036.199219
14,993.3193359
15,527.3077393
16,485.7937012
17,378.4693909
18,783.9846191
19,1827.337769
20,908.9847412
21,834.8970947
22,1268.419434
23,1858.053955
24,360.437439
25,359.1045837
26,1190.661621
27,1295.588501
28,940.526123
29,851.3273315
30,1578.260132
31,1259.251709
32,1693.119141
33,2052.724609
34,1043.161865
35,1094.733887
36,1616.942627
37,1470.531738
38,2123.447754
39,444.2520142
40,1598.562744
41,1110.231201
42,457.3917542
43,1257.695435
44,978.880188
45,802.2186279
46,1567.315063
47,1895.304443
48,656.173584
49,887.9616699
50,1319.548828
51,1209.874268
52,1853.510254
53,387.8688965
54,392.1605225
55,1346.793579
56,945.449585
57,1308.902588
58,697.7319946
59,500.0447693
60,876.0152588
61,1871.175781
62,872.4328613
63,825.045105
64,1250.081665
65,1210.354858
66,1322.265259
67,1798.558838
68,411.0157471
69,388.9429016
70,885.557251
71,1676.413818
72,1250.755737
73,1330.770264
74,843.6536255
75,1396.213013
76,655.5498657
77,699.2700195
78,1049.769653
79,899.7926025
80,1048.411499
81,286.1169128
82,1369.602051
83,303.2922974
84,713.8684082
85,975.6868896
86,806.0061035
87,1621.496704
88,979.3018799
89,1750.388062
90,820.3892822
91,802.9593506
92,1165.386353
93,1299.659058
94,1226.924683
95,319.0672302
96,320.053772
97,1728.416138
98,772.1251221
99,1641.63855
100,2044.878418
101,1637.179077
102,912.6506958
103,1919.304199
104,776.6556396
105,853.9477539
106,1091.541138
107,1195.401733
108,395.0591736
109,1406.847778
110,405.4568481
111,772.0234985
112,1773.286377
113,1318.879517
114,1121.281982
115,1628.147705
116,1037.509155
117,2214.7771
118,1105.099121
119,1027.773315
120,1545.181274
121,1430.968994
122,1451.448853
123,418.960144
124,2151.586426
125,440.7362061
126,1065.174805
127,1468.769775
128,1517.073486
129,1755.383179
130,959.4313965
131,2338.021729
132,993.8387451
133,1074.954346
134,1566.134399
135,1468.321289
136,1602.680542
137,436.3252563
138,2278.587402
139,423.4013062
140,1055.013306
141,224.7263031
142,290.7121582
143,181.8158569
144,283.0945129
145,1671.81665
146,652.3197021
147,851.2246704
148,1250.390137
149,1379.623047
150,1137.688599
151,360.3027039
152,357.3030396
153,1284.890137
154,929.9978638
155,896.5603027
156,699.8671265
157,567.3898926
158,1082.819458
159,1944.157227
160,966.4838257
161,980.2797852
162,1307.401245
163,1176.846191
164,1789.597046
165,1367.380371
166,392.2581787
167,391.5838623
168,956.6856689
169,1071.411133
170,704.4607544
171,633.9987183
172,1089.105225
173,1160.820435
174,501.6494141
175,611.5230103
176,999.7103882
177,797.1860352
178,1018.607056
179,576.1958008
180,255.9777679
181,251.1452179
182,925.1217041
183,1829.549072
184,1507.370972
185,1150.865601
186,2043.879395
187,2273.672363
188,1018.429138
189,1082.838623
190,1735.03479
191,1488.459839
192,417.6702271
193,1771.431396
194,1557.183105
195,434.6158752
196,1013.647766
197,798.84552
198,815.6522217
199,749.6945801
200,1226.726318
201,1298.396851
202,572.9700928
203,630.5264282
204,892.8875122
205,804.5345459
206,269.1395874
207,858.8396606
208,552.5440063
209,1205.366089
210,241.8682709
211,594.1793823
212,496.9537354
213,572.0131836
214,826.3752441
215,1145.452759
216,708.4729614
217,529.4498901
218,1003.078552
219,809.3566895
220,261.6364136
221,1024.463013
222,271.357666
223,1273.695923
224,543.7694092
225,973.7955933
226,734.4709473
227,919.0341797
228,1536.175781
229,1711.081421
230,1098.575928
231,1020.723267
232,1254.09729
233,2178.94751
234,1295.190918
235,350.8528748
236,360.9983521
237,1554.423706
238,960.0843506
239,1713.46521
240,1493.289673
241,907.6674194
242,1617.91272
243,1667.687988
244,862.5952759
245,822.1072388
246,1212.692261
247,1182.759033
248,1842.705322
249,358.0744629
250,1324.223145
251,375.5024414
252,865.8807373
253,967.0670166
254,1526.630737
255,1587.580811
256,929.6795044
257,1504.253662
258,1326.142212
259,784.1689453
260,1116.577637
261,1210.814087
262,1316.34668
263,467.0010681
264,465.4799194
265,908.5764771
266,1852.182983
267,741.3531494
268,878.7167358
269,678.2337646
270,1106.567627
271,1675.000488
272,917.9082031
273,878.3009644
274,1291.549316
275,1222.028687
276,362.4178772
277,1820.071777
278,388.9850769
279,1346.53186
