ID,Generation
1,1133.116821
2,817.883667
3,759.7695313
4,1533.522827
5,2111.844238
6,1024.176514
7,1010.777954
8,1197.992432
9,1137.30481
10,1229.968628
11,416.0570984
12,428.2834778
13,2029.844482
14,984.7833252
15,496.9068909
16,419.8464355
17,586.3099365
18,827.7974243
19,1783.146484
20,870.848877
21,800.6859741
22,1229.351563
23,1810.690918
24,351.8974304
25,345.5770569
26,1045.013184
27,1297.234863
28,893.0478516
29,977.6482544
30,1401.501953
31,1243.628906
32,1466.568848
33,2136.261475
34,1098.088989
35,1108.401611
36,1600.688232
37,1520.197144
38,2170.341553
39,457.9501343
40,1682.032349
41,1055.901978
42,465.1949463
43,1014.946167
44,802.868103
45,828.1925049
46,1405.898071
47,1995.194458
48,923.8345337
49,979.5431519
50,1328.507202
51,996.5635986
52,2040.527222
53,368.6050415
54,386.0061035
55,1301.944336
56,1107.735474
57,872.1967773
58,607.6276855
59,637.2036133
60,928.5824585
61,1843.490112
62,938.1534424
63,838.204834
64,1502.925781
65,1065.139771
66,1323.482056
67,1877.576782
68,406.098175
69,373.8400269
70,949.3961792
71,1379.756958
72,1108.938477
73,1206.091797
74,882.4130249
75,1506.162842
76,716.2763062
77,691.1998901
78,920.4584351
79,963.2003174
80,928.5462646
81,315.7076111
82,1535.815796
83,302.1023254
84,714.4283447
85,1004.978882
86,719.3778687
87,1346.419922
88,987.5568237
89,1818.499634
90,849.3832397
91,811.8334961
92,988.7261353
93,1307.826416
94,1354.30542
95,347.2178955
96,356.5953064
97,1763.443481
98,849.8571777
99,1610.53894
100,1539.944458
101,1538.677612
102,1095.68689
103,1969.144653
104,843.9158325
105,873.8405762
106,1327.748657
107,1343.441528
108,383.6408081
109,1400.542114
110,376.6974182
111,883.746582
112,1538.531372
113,1448.307007
114,1212.384644
115,1530.548706
116,1061.70813
117,2292.143311
118,1097.20752
119,1120.793335
120,1533.333374
121,1283.754272
122,1588.698364
123,436.6390381
124,2205.267822
125,439.4853516
126,1057.990845
127,1656.338501
128,1543.931152
129,1667.003052
130,1042.295898
131,2290.384521
132,1088.675903
133,1132.342041
134,1724.661865
135,1479.610107
136,1695.122559
137,434.0393066
138,2138.94873
139,443.1716614
140,1066.312012
141,192.7805786
142,238.1410675
143,181.2263336
144,319.2921753
145,1768.144775
146,710.4087524
147,851.2796631
148,1208.852539
149,1156.764404
150,951.7771606
151,331.0853271
152,344.2453308
153,1196.570923
154,912.6976929
155,734.6064453
156,729.8961182
157,817.1386719
158,1163.625366
159,1954.738037
160,899.1694946
161,1112.165894
162,1317.697266
163,1163.103149
164,1337.545898
165,1326.830811
166,400.3273621
167,418.7361145
