ID,Generation
1,1002.514771
2,1059.223755
3,892.3652344
4,1719.779785
5,2023.232178
6,1033.767212
7,990.6467285
8,1150.202026
9,1291.430054
10,1361.585327
11,414.337616
12,435.7996216
13,2010.66272
14,970.3016357
15,681.3500977
16,519.7866821
17,491.5041809
18,806.8776855
19,1763.115601
20,876.6592407
21,753.4050293
22,1309.48291
23,1803.619263
24,356.8287659
25,356.2338867
26,1159.264404
27,1303.28833
28,898.5805664
29,982.9317627
30,1564.44104
31,1326.578613
32,1559.734131
33,2127.052734
34,1082.337769
35,1119.470703
36,1550.972778
37,1368.521118
38,2234.796387
39,437.0393066
40,1549.650146
41,1052.421875
42,437.8666992
43,1239.735474
44,847.689209
45,831.5886841
46,1268.541016
47,1905.574829
48,980.7494507
49,924.7642212
50,1221.213501
51,1162.722412
52,1953.522949
53,379.0382385
54,357.3089905
55,1308.402344
56,1012.401062
57,1056.004395
58,701.9901733
59,476.7173157
60,1038.427979
61,1794.609741
62,841.074707
63,858.7712402
64,1239.058838
65,1204.813843
66,1328.256714
67,1832.958618
68,395.4414063
69,384.9039917
70,898.5501099
71,1465.331177
72,1405.233521
73,1449.785278
74,935.492981
75,1510.018921
76,691.5534058
77,694.0744019
78,990.4042358
79,993.3972168
80,1098.574341
81,260.1871033
82,1638.43457
83,269.3545227
84,750.8450317
85,1119.078247
86,759.1109009
87,1599.629028
88,1067.220947
89,1756.852539
90,876.4578857
91,835.0160522
92,1092.82959
93,1297.361206
94,1337.942383
95,362.005249
96,370.4507751
97,1741.49292
98,897.2184448
99,1536.120728
100,1723.788452
101,1509.103149
102,1031.001709
103,1974.89978
104,811.0297241
105,937.1790161
106,1228.80957
107,1213.84668
108,399.9538269
109,1424.511841
110,416.6958618
111,916.2294312
112,1775.928711
113,1121.098389
114,1033.925171
115,1898.57666
116,1095.98877
117,2150.89502
118,1032.810547
119,1081.050537
120,1605.787231
121,1387.304321
122,1587.740723
123,416.916748
124,2089.517578
125,436.9465942
126,1046.322144
127,1720.417236
128,1533.9729
129,1752.148193
130,1202.923096
131,2340.769775
132,979.2064819
133,1112.619751
134,1622.453125
135,1356.008789
136,1576.543335
137,445.2861023
138,1979.831665
139,423.6208496
140,1004.386841
141,199.7658539
142,414.434082
143,97.82990265
144,289.354126
145,1515.28772
146,851.8222046
147,830.4147339
148,1198.843994
149,1022.138062
150,1082.967896
151,336.6126709
152,337.0722961
153,1205.949585
154,899.8424683
155,889.7000732
156,696.9519653
157,744.0690918
158,1326.497803
159,1932.598877
160,1160.448853
161,1179.195435
162,1274.873657
163,1180.478516
164,1672.308716
165,1359.566162
166,412.6705322
167,425.6223145
168,846.1154175
169,707.7937622
170,688.1125488
171,702.2741089
172,1350.802368
173,1202.418823
174,581.4742432
175,620.6254272
176,897.9768677
177,884.7737427
178,886.690979
179,672.2332153
180,254.0503082
181,271.151825
182,803.8304443
183,1807.44043
184,1591.512329
185,1212.880005
186,1769.417358
187,2213.734375
188,895.9620972
189,1265.412354
190,1630.454346
191,1391.042847
192,432.5011292
193,1833.894775
194,1596.352783
195,424.7324524
196,1175.662354
197,842.2587891
198,786.2598267
199,866.8330688
200,1099.143555
201,1223.746826
202,673.3788452
203,566.0723877
204,916.4389648
205,808.2317505
206,287.8182068
207,829.5845337
208,757.1870728
209,1083.904053
210,267.7559204
211,722.5187988
212,616.6167603
213,587.9536133
214,883.9716797
215,839.6090698
216,743.8373413
217,598.9008179
218,908.9876709
219,757.5791626
220,251.4241028
221,864.5897217
222,261.4325867
223,1454.819214
224,848.9672241
225,1133.652832
226,768.8421021
227,1082.161987
228,1554.934937
229,1645.497925
230,1092.268433
231,1003.138977
232,1254.026367
233,2132.406494
234,1323.910034
